90,75,15
71,63,46
91,50,39
11,12,86,23,48
35,51,94
89,91
90,35,55
48,10,52,38,32
101,52,27
50,40,48,42
66,48,43,23
27,21,73,59
75,45,60
91,89
105,75
86,94
