21,10,6
25,8,4
21,6,10
3,1,17,6,10
5,16,16
24,13
17,8,12
7,6,17,5,2
15,14,8
6,10,10,11
10,15,4,8
5,6,18,8
16,7,14
17,20
17,20
25,12
