70049,2,2,3,3,3,1,3,1,1,1,1,1,2,1,1,1
160241,3,1,3,5,1,1,1,5,1,1,1,1,2,1,2,2
90273,1,2,1,3,3,2,3,5,1,1,2,1,2,1,1,1
70346,1,3,3,3,2,1,3,1,2,2,1,2,3,1,1,1
90234,1,3,3,4,2,1,1,1,2,1,1,2,1,2,1,2
170301,2,3,1,5,2,1,3,2,1,4,1,2,3,1,2,2
130287,1,3,2,3,2,1,1,1,2,1,1,2,1,1,2,1
70054,1,1,1,5,1,2,1,1,2,3,1,3,1,1,2,1
70118,1,1,1,1,3,1,1,3,1,2,2,3,1,2,2,1
140441,1,1,1,3,3,1,3,3,1,2,2,4,1,2,2,1
160331,2,1,1,3,2,2,2,3,1,1,2,3,2,2,2,2
90263,1,1,1,3,2,1,1,2,2,3,2,4,3,2,1,1
140406,1,1,1,3,3,1,1,2,1,3,3,3,1,1,1,2
70119,1,1,1,3,1,2,1,2,2,2,2,3,3,2,1,1
120314,1,1,2,4,1,1,2,2,3,2,3,2,3,2,1,2
80641,2,1,1,3,2,1,2,1,3,3,3,2,3,2,1,2
80218,2,2,2,5,2,1,2,3,3,2,3,4,3,2,1,2
passteach,2,2,2,3,1,1,1,3,1,2,1,2,2,2,2,2
100420,2,2,2,3,1,1,2,5,3,1,3,2,3,2,1,2
140399,1,1,1,3,3,2,1,3,1,2,2,3,1,2,1,1
180340,2,1,3,3,2,1,3,1,2,1,2,2,1,2,1,1
90218,2,1,1,3,1,1,3,1,1,1,2,3,3,2,1,1
70095,1,1,1,3,3,2,1,3,1,3,2,3,1,1,1,2
100660,2,1,1,3,2,2,3,4,1,4,2,4,2,2,2,1
140398,2,2,1,5,2,2,3,4,1,4,2,4,3,1,1,2
90213,1,3,1,3,3,1,3,4,1,4,3,1,2,1,1,1
70013,1,3,3,3,3,1,3,4,1,4,3,4,3,2,2,2
180233,1,1,3,3,3,1,1,3,2,4,1,4,1,1,2,1
90540,2,3,1,5,2,1,3,4,1,4,2,4,1,2,2,1
