16,12,1
16,6,7
17,5,7
1,0,20,2,6
7,12,10
21,8
12,5,12
8,5,8,5,3
17,8,4
9,8,5,7
9,13,7,0
4,9,8,8
11,7,11
12,17
17,12
16,13
