92,66,19
73,63,41
84,44,49
5,6,89,24,53
46,57,74
95,82
82,30,65
28,12,59,43,35
98,58,21
53,45,46,33
55,62,42,18
28,30,52,67
58,53,66
90,87
94,83
104,73
