477,310,81
365,293,210
441,218,209
40,42,420,115,251
181,286,401
487,381
438,139,291
183,75,267,185,158
476,261,130
239,230,212,187
289,298,180,101
142,141,302,283
351,217,300
457,411
484,382
484,384
