90044,2,1,1,3,3,2,1,3,2,4,1,2,1,1,1,2
190395,2,2,1,3,2,2,3,4,1,1,3,3,2,1,2,1
120320,2,1,1,5,2,1,2,5,2,4,4,4,1,2,2,2
90138,1,3,1,3,3,2,1,1,3,1,1,3,1,1,2,1
passteach,2,1,2,3,1,2,2,5,3,2,2,4,1,1,2,2
190308,2,1,1,4,2,1,1,3,3,2,2,3,3,2,2,1
150294,1,3,1,5,3,1,2,5,1,1,2,2,2,1,1,2
190415,1,1,2,3,1,1,3,3,3,1,2,3,2,2,1,2
170244,2,2,1,3,2,1,3,4,2,2,1,3,1,1,2,1
100625,1,2,1,3,3,2,3,4,1,1,1,4,2,2,2,2
90108,1,2,1,4,1,1,3,4,2,4,4,3,2,1,1,2
140375,1,2,1,3,3,1,1,3,1,1,4,2,2,1,2,2
90092,1,1,3,3,3,2,3,3,2,1,1,4,3,1,1,1
160271,1,3,1,3,2,1,1,4,2,1,1,3,3,1,2,1
90199,1,3,1,5,3,2,1,1,1,2,1,2,2,2,2,1
100204,2,2,2,4,3,1,1,4,2,2,1,3,2,1,1,1
140371,2,2,2,4,1,1,2,4,2,2,1,1,2,1,1,1
120276,1,3,3,5,3,2,3,4,1,1,2,4,2,2,2,2
130332,1,1,2,3,1,1,1,5,2,4,1,4,1,2,2,1
90006,1,1,3,5,3,2,1,1,2,2,2,4,3,2,2,2
90017,1,3,3,3,3,1,3,3,3,4,4,4,2,2,2,2
90123,2,2,3,3,3,1,2,2,3,2,3,1,3,1,1,2
110655,2,2,1,3,3,1,1,5,1,1,2,1,3,1,1,2
170270,1,3,3,3,3,2,1,3,2,2,1,4,1,2,2,1
120414,1,2,3,5,3,1,2,2,5,3,2,1,1,2,2,2
170248,2,2,3,5,1,2,1,4,3,4,3,4,2,1,2,1
190279,2,3,3,3,2,2,1,2,1,3,1,4,2,2,1,2
100309,3,2,1,3,2,2,2,3,3,1,4,4,1,1,2,1
140378,1,1,1,3,3,2,1,4,1,1,3,2,3,1,1,1
90046,1,1,1,5,3,2,1,4,1,3,2,3,1,2,2,2
170250,1,1,1,3,1,2,1,4,1,3,2,4,1,1,2,2
170249,3,3,2,1,1,1,1,3,2,2,1,1,1,1,1,1
100248,1,2,1,3,3,1,1,3,1,2,1,4,1,1,1,1
180228,1,2,1,3,3,1,1,2,2,2,1,3,1,1,1,2
90033,2,2,3,3,1,1,1,3,1,1,3,3,2,2,1,1
140435,1,2,2,3,1,1,1,5,2,2,1,4,1,1,1,2
90136,1,2,3,3,3,1,3,4,1,2,2,4,3,1,2,1
140374,2,1,3,3,1,1,2,3,1,2,4,3,1,2,1,1
90681,2,2,2,3,2,1,1,5,2,2,4,4,3,2,1,1
90198,1,2,1,3,1,1,1,4,3,2,1,3,3,2,2,2
90612,1,1,2,3,1,2,1,4,1,4,3,4,3,2,1,1
90168,2,1,2,4,1,2,3,3,2,1,3,3,1,1,2,1
90593,2,2,2,4,1,2,1,1,3,2,1,4,3,2,2,1
90189,1,1,1,3,3,2,1,4,1,3,2,4,3,1,2,1
150471,1,2,3,3,3,2,1,4,1,4,2,4,2,1,2,1
140379,2,1,1,3,1,2,2,4,1,1,2,1,2,2,1,1
130443,2,2,2,3,3,2,1,4,1,4,2,4,1,1,1,1
140376,1,2,2,4,1,2,1,4,1,3,2,3,3,1,1,2
passteach,2,2,2,1,2,1,2,3,3,3,2,2,2,2,2,1
80095,3,1,2,2,2,1,2,5,1,1,1,4,1,2,1,2
150461,3,3,1,5,2,1,3,1,1,3,1,4,1,1,1,2
90515,1,3,1,5,3,1,3,1,1,2,2,2,2,1,2,1
90523,1,3,1,3,2,1,1,1,2,3,1,2,3,1,2,1
