130295,2,1,1,5,1,2,2,1,1,1,2,4,3,1,2,2
90048,1,3,1,5,3,2,1,1,1,1,2,1,1,1,2,2
140372,1,1,1,3,3,1,1,3,3,1,1,2,1,1,1,2
160239,1,1,1,3,1,2,1,4,1,1,1,4,3,1,1,2
90128,2,1,1,5,3,2,3,3,2,1,1,3,1,1,2,2
90086,1,1,2,5,3,2,3,1,1,1,2,3,1,1,2,2
90004,1,3,1,3,3,2,1,3,1,4,1,2,1,1,2,1
90127,2,2,1,3,3,2,1,5,1,1,2,4,2,2,1,1
90163,2,3,1,3,2,1,1,2,3,4,1,4,1,1,2,1
150423,2,3,2,5,3,1,3,3,1,1,3,3,2,1,1,2
100270,2,3,1,5,3,1,1,5,2,1,1,1,1,1,1,1
90040,1,2,1,3,1,2,3,1,1,1,4,2,1,1,2,2
120305,1,1,1,3,1,2,1,3,1,1,3,1,2,2,2,2
160319,1,1,1,3,2,2,1,3,1,3,2,2,1,2,1,1
180271,2,3,3,4,1,2,3,1,2,2,3,4,3,1,2,1
passteach,2,3,1,4,2,1,2,1,3,4,1,1,3,1,1,2
passteach,2,3,1,4,2,1,2,2,2,4,3,4,3,2,1,1
190379,2,2,1,4,1,1,1,1,2,4,2,4,2,2,1,1
100387,1,2,1,5,3,1,1,5,1,2,3,2,2,1,2,2
90363,3,1,3,4,2,2,1,3,2,4,1,3,1,2,2,1
190431,3,3,3,5,3,2,1,4,2,4,2,1,1,2,1,2
90356,2,1,3,3,2,1,1,5,2,4,2,3,1,2,1,1
100551,3,3,1,5,2,2,1,5,1,3,2,1,1,2,2,1
140397,1,1,3,3,2,1,1,5,2,4,1,1,1,1,2,1
80217,2,2,3,3,2,1,3,5,1,1,2,1,2,1,1,1
100421,1,1,3,3,2,1,1,5,1,3,1,1,1,1,1,2
80119,1,3,3,3,2,1,3,5,1,1,2,1,2,1,1,1
70024,3,3,3,5,2,1,1,5,1,1,2,1,1,1,1,1
170275,3,3,1,5,2,2,1,5,1,1,1,1,2,1,1,1
150317,1,3,2,3,2,2,1,1,2,3,1,2,1,1,1,1
180234,1,1,3,5,2,1,1,1,2,1,1,2,1,1,2,2
80117,1,1,2,5,3,2,1,2,3,3,2,3,1,2,2,1
100407,1,1,1,3,3,1,1,3,1,3,2,3,3,2,2,1
80632,1,1,2,5,2,2,1,2,1,3,3,3,1,1,2,1
80304,1,1,1,3,3,1,1,3,1,2,2,3,1,2,2,1
100429,1,1,1,3,2,1,1,2,2,3,1,3,1,1,1,2
70019,1,1,2,4,3,1,1,2,3,3,3,3,1,1,2,2
160281,2,1,2,5,2,2,1,2,3,4,1,3,3,1,1,2
100458,1,1,1,5,2,2,1,2,3,2,3,3,3,1,1,1
130406,1,1,1,3,2,1,1,2,2,3,2,3,1,1,1,2
150390,1,3,3,3,2,1,3,3,3,3,2,4,3,1,1,2
120442,1,1,1,3,3,2,3,2,3,4,3,2,3,1,1,2
70028,1,3,3,3,2,1,2,2,3,4,3,3,3,2,1,2
90258,1,1,2,5,3,1,2,1,3,3,3,3,3,2,1,2
120427,1,2,2,3,1,2,2,5,3,1,3,4,3,2,1,2
130456,1,1,1,3,3,1,1,3,1,1,1,3,1,1,1,2
90227,1,1,2,2,3,1,1,3,1,3,2,4,1,2,2,1
180127,1,1,1,3,3,1,1,5,1,3,2,1,1,2,1,2
70001,2,1,2,5,1,1,3,1,2,1,1,2,1,2,1,1
70087,1,1,1,5,2,1,1,1,1,3,1,3,1,2,1,1
130338,1,1,1,3,3,1,1,3,1,4,2,4,1,2,2,1
180439,1,1,1,3,3,1,3,4,1,4,1,4,2,1,1,1
90248,2,2,1,3,3,1,3,4,2,4,1,4,1,1,2,1
180211,2,2,2,3,3,1,3,4,1,4,2,4,1,2,2,2
90037,2,2,3,5,1,2,1,5,1,2,1,4,2,1,1,2
190445,2,2,2,4,2,1,3,4,1,4,3,1,1,2,1,2
passteach,1,2,3,1,1,2,1,4,3,2,4,4,3,1,1,1
